"datazone","child_pov_pc"
"S01004298",5.4
"S01004299",5.8
"S01004300",14.6
"S01004301",4.3
"S01004302",NA
"S01004303",19.3
"S01004304",20.5
"S01004305",14.3
"S01004306",20.6
"S01004307",4.4
"S01004308",16.7
"S01004309",3.2
"S01004310",13.2
"S01004311",15.9
"S01004312",11.7
"S01004313",6.6
"S01004314",14.1
"S01004315",14.1
"S01004316",5
"S01004317",6
"S01004318",12
"S01004319",6.3
"S01004320",11.3
"S01004321",24.6
"S01004322",10.1
"S01004323",19.9
"S01004324",18.5
"S01004325",7.2
"S01004326",6.6
"S01004327",5
"S01004328",14.2
"S01004329",14.4
"S01004330",16.8
"S01004331",11.4
"S01004332",6.4
"S01004333",12.7
"S01004334",3.2
"S01004335",13.9
"S01004336",11.8
"S01004337",14.1
"S01004338",7
"S01004339",5.7
"S01004340",10.4
"S01004341",31.2
"S01004342",3.8
"S01004343",10.2
"S01004344",9.6
"S01004345",14.6
"S01004346",25
"S01004347",3.5
"S01004348",NA
"S01004349",5.9
"S01004350",3
"S01004351",13.6
"S01004352",7.7
"S01004353",8.5
"S01004354",16.7
"S01004355",17
"S01004356",18.4
"S01004357",1.5
"S01004358",NA
"S01004359",29.7
"S01004360",31.7
"S01004361",10.9
"S01004362",35.6
"S01004363",56.4
"S01004364",35
"S01004365",37.3
"S01004366",11.4
"S01004367",33.5
"S01004368",50
"S01004369",30.2
"S01004370",6.4
"S01004371",35.6
"S01004372",4.9
"S01004373",40.4
"S01004374",25.7
"S01004375",47.7
"S01004376",35
"S01004377",51
"S01004378",20
"S01004379",28.1
"S01004380",37.3
"S01004381",23
"S01004382",22.9
"S01004383",13.9
"S01004384",25.2
"S01004385",25.3
"S01004386",14.7
"S01004387",24.1
"S01004388",49.8
"S01004389",16.9
"S01004390",33
"S01004391",7
"S01004392",18.4
"S01004393",40.2
"S01004394",39
"S01004395",32.1
"S01004396",31
"S01004397",5.4
"S01004398",13.7
"S01004399",39.3
"S01004400",28.3
"S01004401",6.3
"S01004402",36.3
"S01004403",17.3
"S01004404",9.9
"S01004405",11.8
"S01004406",59.9
"S01004407",36.7
"S01004408",7.7
"S01004409",15.9
"S01004410",44.8
"S01004411",18.6
"S01004412",20.7
"S01004413",41.7
"S01004414",31.6
"S01004415",45.4
"S01004416",28.2
"S01004417",52.1
"S01004418",34.5
"S01004419",24.8
"S01004420",7.6
"S01004421",44.6
"S01004422",25.8
"S01004423",15.9
"S01004424",51.4
"S01004425",17.9
"S01004426",12.2
"S01004427",35.3
"S01004428",37.3
"S01004429",39.1
"S01004430",27.1
"S01004431",46.2
"S01004432",37.2
"S01004433",26.2
"S01004434",35.7
"S01004435",12.6
"S01004436",34.5
"S01004437",44.2
"S01004438",31.6
"S01004439",38
"S01004440",34.9
"S01004441",3.4
"S01004442",32.5
"S01004443",45.7
"S01004444",27
"S01004445",21.7
"S01004446",35.6
"S01004447",42.5
"S01004448",10.7
"S01004449",44.3
"S01004450",38.5
"S01004451",28.4
"S01004452",11.1
"S01004453",3.5
"S01004454",28
"S01004455",5.1
"S01004456",7.1
"S01004457",27.1
"S01004458",40.2
"S01004459",14.9
"S01004460",6.7
"S01004461",20.4
"S01004462",3.5
"S01004463",6.9
"S01004464",33.8
"S01004465",3.3
"S01004466",11.6
"S01004467",43.8
"S01004468",NA
"S01004469",47.4
"S01004470",3.3
"S01004471",11.8
"S01004472",8
"S01004473",2.9
"S01004474",29
"S01004475",3.8
"S01004476",9.4
"S01004477",11.3
"S01004478",43.5
"S01004479",15.2
"S01004480",38.8
"S01004481",19.1
"S01004482",31
"S01004483",49.1
"S01004484",10.5
"S01004485",8.8
"S01004486",11.9
"S01004487",12.8
"S01004488",26.2
"S01004489",6.7
"S01004490",8.5
"S01004491",37.2
"S01004492",31.4
"S01004493",13.3
"S01004494",47.4
"S01004495",26.7
"S01004496",18.3
"S01004497",35.9
"S01004498",23.2
"S01004499",16.9
"S01004500",NA
"S01004501",23.8
"S01004502",23.3
"S01004503",22.9
"S01004504",30.1
"S01004505",37.7
"S01004506",32.1
"S01004507",14.3
"S01004508",15.2
"S01004509",9.3
"S01004510",11.5
"S01004511",9.3
"S01004512",3.5
"S01004513",9.5
"S01004514",6.3
"S01004515",40.8
"S01004516",12.1
"S01004517",42.7
"S01004518",8.4
"S01004519",25.9
"S01004520",15.8
"S01004521",6
"S01004522",NA
"S01004523",NA
"S01004524",NA
"S01004525",NA
"S01004526",7.1
"S01004527",17.4
"S01004528",23.8
"S01004529",6.2
"S01004530",7.9
"S01004531",7.1
"S01004532",38.6
"S01004533",38
"S01004534",35
"S01004535",10.2
"S01004536",38.4
"S01004537",41.8
"S01004538",24.5
"S01004539",42.2
"S01004540",12.6
"S01004541",15.2
"S01004542",4.5
"S01004543",18.3
"S01004544",15.3
"S01004545",20.4
"S01004546",39.8
"S01004547",37.6
"S01004548",17.8
"S01004549",6.3
"S01004550",50.9
"S01004551",7.7
"S01004552",44
"S01004553",13.4
"S01004554",21.9
"S01004555",9.8
"S01004556",28.6
"S01004557",8.5
"S01004558",24.4
"S01004559",20
"S01004560",54.3
"S01004561",49.1
"S01004562",10.9
"S01004563",7
"S01004564",7.1
"S01004565",2.1
"S01004566",NA
"S01004567",17.1
"S01004568",18.1
"S01004569",60.2
"S01004570",4.9
"S01004571",21.2
"S01004572",31.8
"S01004573",15.3
"S01004574",NA
"S01004575",9.9
"S01004576",9
"S01004577",19.6
"S01004578",4.8
"S01004579",51.8
"S01004580",31.7
"S01004581",13.3
"S01004582",9.3
"S01004583",31.5
"S01004584",46.8
"S01004585",26.7
"S01004586",5.4
"S01004587",41.2
"S01004588",21.7
"S01004589",2.7
"S01004590",45.2
"S01004591",14.7
"S01004592",34.9
"S01004593",21.7
"S01004594",48.7
"S01004595",14
"S01004596",18.3
"S01004597",6.7
"S01004598",18.3
"S01004599",29.3
"S01004600",30.7
"S01004601",26
"S01004602",3
"S01004603",39.5
"S01004604",28
"S01004605",45.8
"S01004606",13.3
"S01004607",31.5
"S01004608",11.2
"S01004609",47.1
"S01004610",42.5
"S01004611",25
"S01004612",31.3
"S01004613",14
"S01004614",24.4
"S01004615",19.2
"S01004616",12.6
"S01004617",49.3
"S01004618",40.9
"S01004619",43.3
"S01004620",39.4
"S01004621",15.3
"S01004622",13.3
"S01004623",23.6
"S01004624",22.8
"S01004625",30.5
"S01004626",17.4
"S01004627",13.4
"S01004628",47.5
"S01004629",4.7
"S01004630",5.2
"S01004631",35.8
"S01004632",27.5
"S01004633",10.8
"S01004634",12.3
"S01004635",32.1
"S01004636",31
"S01004637",15.7
"S01004638",37.8
"S01004639",35.1
"S01004640",42.1
"S01004641",23.7
"S01004642",22.2
"S01004643",26.2
"S01004644",14.8
"S01004645",53.1
"S01004646",25.6
"S01004647",9.5
"S01004648",36.4
"S01004649",41.2
"S01004650",21.7
"S01004651",34.4
"S01004652",16.2
"S01004653",24.8
"S01004654",10.2
"S01004655",38.6
"S01004656",40.8
"S01004657",6.9
"S01004658",13.5
"S01004659",9
"S01004660",4.8
"S01004661",21.2
"S01004662",23.9
"S01004663",29.6
"S01004664",14.7
"S01004665",44.1
"S01004666",19.4
"S01004667",31.7
"S01004668",10.5
"S01004669",17
"S01004670",12.7
"S01004671",11.5
"S01004672",22.3
"S01004673",43.9
"S01004674",14.3
"S01004675",12.6
"S01004676",18.6
"S01004677",18.4
"S01004678",9.3
"S01004679",21.9
"S01004680",43.4
"S01004681",11.5
"S01004682",37.9
"S01004683",5.5
"S01004684",10.1
"S01004685",24.5
"S01004686",36.7
"S01004687",19.9
"S01004688",5.9
"S01004689",12.2
"S01004690",6.1
"S01004691",NA
"S01004692",28.5
"S01004693",8.4
"S01004694",23.8
"S01004695",1.9
"S01004696",34.9
"S01004697",2.8
"S01004698",4.3
"S01004699",39.1
"S01004700",17
"S01004701",3.6
"S01004702",22.2
"S01004703",6.1
"S01004704",35.8
"S01004705",14
"S01004706",4.5
"S01004707",21.3
"S01004708",30.8
"S01004709",3.6
"S01004710",29.3
"S01004711",47.7
"S01004712",18.2
"S01004713",40.3
"S01004714",22.2
"S01004715",12.1
"S01004716",15.2
"S01004717",30.6
"S01004718",23.5
"S01004719",9.1
"S01004720",24.3
"S01004721",12.7
"S01004722",34.7
"S01004723",12.1
"S01004724",16.4
"S01004725",19.9
"S01004726",27.8
"S01004727",24.5
"S01004728",6.8
"S01004729",37
"S01004730",33.5
"S01004731",10
"S01004732",6.9
"S01004733",33.1
"S01004734",28.6
"S01004735",14
"S01004736",27.9
"S01004737",28.2
"S01004738",34.7
"S01004739",5.2
"S01004740",14.8
"S01004741",22.4
"S01004742",16.3
"S01004743",9.2
"S01004744",33.3
"S01004745",45.7
"S01004746",23.4
"S01004747",9.6
"S01004748",41.5
"S01004749",11.5
"S01004750",32.5
"S01004751",48.8
"S01004752",26.4
"S01004753",33.5
"S01004754",16.4
"S01004755",26.1
"S01004756",12.4
"S01004757",29.2
"S01004758",24
"S01004759",13.7
"S01004760",47.7
"S01004761",38.8
"S01004762",25.4
"S01004763",9.3
"S01004764",32
"S01004765",27.1
"S01004766",27.8
"S01004767",20.9
"S01004768",48.1
"S01004769",32.1
"S01004770",35.6
"S01004771",4.2
"S01004772",13.3
"S01004773",29.5
"S01004774",5.4
"S01004775",36
"S01004776",19
"S01004777",5.8
"S01004778",36.1
"S01004779",23.7
"S01004780",30.8
"S01004781",11.8
"S01004782",19.7
"S01004783",2.5
"S01004784",34.9
"S01004785",32.4
"S01004786",14.8
"S01004787",18.8
"S01004788",4.8
"S01004789",27.8
"S01004790",5.8
"S01004791",8.5
"S01004792",5.8
"S01004793",14.2
"S01004794",21
"S01004795",32.4
"S01004796",10.2
"S01004797",37.7
"S01004798",47.7
"S01004799",33.1
"S01004800",48.6
"S01004801",29.4
"S01004802",15.9
"S01004803",31
"S01004804",41.9
"S01004805",39.7
"S01004806",31.9
"S01004807",28.9
"S01004808",39.6
"S01004809",27.9
"S01004810",41.4
"S01004811",9.7
"S01004812",35.3
"S01004813",19.8
"S01004814",26.8
"S01004815",10
"S01004816",40
"S01004817",34.6
"S01004818",29.1
"S01004819",33.3
"S01004820",33.1
"S01004821",23.3
"S01004822",26.9
"S01004823",23
"S01004824",13.5
"S01004825",31.4
"S01004826",30
"S01004827",27.4
"S01004828",10
"S01004829",33.8
"S01004830",34.1
"S01004831",10.1
"S01004832",9.1
"S01004833",18.3
"S01004834",9.9
"S01004835",14.8
"S01004836",9.8
"S01004837",24.6
"S01004838",12.3
"S01004839",24.4
"S01004840",16
"S01004841",23.3
"S01004842",5
"S01004843",31.4
"S01004844",19.5
"S01004845",20.2
"S01004846",11
"S01004847",9.9
"S01004848",7.5
"S01004849",31.9
"S01004850",11.4
"S01004851",35.8
"S01004852",26.3
"S01004853",12.9
"S01004854",5.5
"S01004855",23.8
"S01004856",4.2
"S01004857",18.1
"S01004858",10.3
"S01004859",2.6
"S01004860",2.7
"S01004861",8.1
"S01004862",NA
"S01004863",6.6
"S01004864",NA
"S01004865",8.1
"S01004866",10.6
"S01004867",8.5
"S01004868",28.3
"S01004869",NA
"S01004870",10.1
"S01004871",19
"S01004872",22.4
"S01004873",5.8
"S01004874",27.7
"S01004875",31.2
"S01004876",12.2
"S01004877",14.8
"S01004878",12.6
"S01004879",26.1
"S01004880",35.1
"S01004881",18.9
"S01004882",21.8
"S01004883",11.4
"S01004884",2
"S01004885",23.3
"S01004886",42.9
"S01004887",12
"S01004888",2
"S01004889",25.5
"S01004890",57.8
"S01004891",44
"S01004892",5.6
"S01004893",20.7
"S01004894",26
"S01004895",20.5
"S01004896",22.8
"S01004897",NA
"S01004898",17.2
"S01004899",12.8
"S01004900",1.9
"S01004901",37
"S01004902",32.8
"S01004903",2.9
"S01004904",26.4
"S01004905",19.2
"S01004906",18.1
"S01004907",NA
"S01004908",19.5
"S01004909",7.5
"S01004910",18.8
"S01004911",5
"S01004912",21
"S01004913",19
"S01004914",9.4
"S01004915",20
"S01004916",24.1
"S01004917",5.4
"S01004918",8
"S01004919",26.4
"S01004920",24.6
"S01004921",31.1
"S01004922",4.1
"S01004923",13.8
"S01004924",10.5
"S01004925",16.5
"S01004926",2.2
"S01004927",2.3
"S01004928",1.3
"S01004929",3.8
"S01004930",33
"S01004931",20.8
"S01004932",33.1
"S01004933",16.7
"S01004934",15.6
"S01004935",9.4
"S01004936",11.6
"S01004937",19.4
"S01004938",31.7
"S01004939",32.7
"S01004940",17.2
"S01004941",28
"S01004942",8.5
"S01004943",15.1
"S01004944",13.6
"S01004945",4.8
"S01004946",2.4
"S01004947",8.9
"S01004948",NA
"S01004949",8.6
"S01004950",5.3
"S01004951",6.1
"S01004952",12.2
"S01004953",20
"S01004954",19.7
"S01004955",8.9
"S01004956",8.7
"S01004957",NA
"S01004958",8.2
"S01004959",19.4
"S01004960",15.9
"S01004961",2.7
"S01004962",NA
"S01004963",6.6
"S01004964",5.6
"S01004965",NA
"S01004966",NA
"S01004967",2.8
"S01004968",6.5
"S01004969",16.4
"S01004970",8.9
"S01004971",5.1
"S01004972",10
"S01004973",3
"S01004974",5.9
"S01004975",5
"S01004976",9.3
"S01004977",7.3
"S01004978",8.9
"S01004979",4.7
"S01004980",9.7
"S01004981",7.5
"S01004982",3.8
"S01004983",11.4
"S01004984",5.5
"S01004985",4.7
"S01004986",6.6
"S01004987",3.8
"S01004988",2.2
"S01004989",4.9
"S01004990",7.6
"S01004991",6.3
"S01004992",15.8
"S01004993",4.2
"S01004994",3.6
"S01004995",6.7
"S01004996",14
"S01004997",6.2
"S01004998",11
"S01004999",9.3
"S01005000",9.1
"S01005001",6.1
"S01005002",4.2
"S01005003",5
"S01005004",6.7
"S01005005",8.3
"S01005006",2.5
"S01005007",10.4
"S01005008",1.5
"S01005009",3.1
"S01005010",13.1
"S01005011",8.7
"S01005012",16.1
"S01005013",11.8
"S01005014",11.3
"S01005015",3.1
"S01005016",16
"S01005017",NA
"S01005018",10.1
"S01005019",23.4
"S01005020",7.6
"S01005021",7.9
"S01005022",6.7
"S01005023",12.3
"S01005024",6.4
"S01005025",10.1
"S01005026",NA
"S01005027",5.8
"S01005028",2.2
"S01005029",9
"S01005030",5.8
"S01005031",9.3
"S01005032",4.4
"S01005033",NA
"S01005034",NA
"S01005035",11.6
"S01005036",NA
"S01005037",34.6
"S01005038",4.3
"S01005039",1.7
"S01005040",40.5
"S01005041",26.1
"S01005042",NA
"S01005043",12.1
"S01005044",10.2
"S01005045",2.6
"S01005046",5.6
"S01005047",19.3
"S01005048",NA
"S01005049",23.1
"S01005050",26.2
"S01005051",6
"S01005052",4.9
"S01005053",32.2
"S01005054",23.1
"S01005055",12.7
"S01005056",15.7
"S01005057",28.2
"S01005058",31.4
"S01005059",17.2
"S01005060",21.4
"S01005061",3.8
"S01005062",NA
"S01005063",7.8
"S01005064",2.7
"S01005065",23.4
"S01005066",34
"S01005067",9.8
"S01005068",8
"S01005069",26.6
"S01005070",13.5
"S01005071",19.7
"S01005072",14.3
"S01005073",8.5
"S01005074",8
"S01005075",57.2
"S01005076",20.1
"S01005077",NA
"S01005078",14.4
"S01005079",16.4
"S01005080",35.7
"S01005081",19.9
"S01005082",6.9
"S01005083",13.7
"S01005084",17.8
"S01005085",16.7
"S01005086",17.6
"S01005087",11.5
"S01005088",3.3
"S01005089",9.1
"S01005090",5.8
"S01005091",NA
"S01005092",6.6
"S01005093",20.6
"S01005094",3.3
"S01005095",3.7
"S01005096",14.5
"S01005097",3.6
"S01005098",3.9
"S01005099",6.3
"S01005100",5.7
"S01005101",11.8
"S01005102",8
"S01005103",10.4
"S01005104",5.2
"S01005105",13.9
"S01005106",13.7
"S01005107",2.6
"S01005108",11.4
"S01005109",5.3
"S01005110",12.4
"S01005111",4.9
"S01005112",5.7
"S01005113",12.5
"S01005114",27.8
"S01005115",10.2
"S01005116",6.5
"S01005117",2
"S01005118",6.4
"S01005119",8.8
"S01005120",NA
"S01005121",11.7
"S01005122",7.9
"S01005123",NA
"S01005124",19.5
"S01005125",19
"S01005126",4.1
"S01005127",23.7
"S01005128",11.6
"S01005129",10
"S01005130",34.4
"S01005131",15.5
"S01005132",12.1
"S01005133",8.9
"S01005134",15.9
"S01005135",16.4
"S01005136",17.3
"S01005137",8.1
"S01005138",12.1
"S01005139",8.4
"S01005140",11.1
"S01005141",9.3
"S01005142",18.6
"S01005143",13.8
"S01005144",3.2
"S01005145",6.6
"S01005146",7.3
"S01005147",8
"S01005148",4.8
"S01005149",4.3
"S01005150",12.8
"S01005151",17.5
"S01005152",2.2
"S01005153",5.2
"S01005154",7.6
"S01005155",9
"S01005156",35.9
"S01005157",21.8
"S01005158",12.3
"S01005159",20.9
"S01005160",26.4
"S01005161",22.3
"S01005162",30.9
"S01005163",28.9
"S01005164",22.8
"S01005165",16
"S01005166",34
"S01005167",36.3
"S01005168",6.2
"S01005169",4.5
"S01005170",4.1
"S01005171",36.4
"S01005172",3
"S01005173",10.2
"S01005174",20.2
"S01005175",NA
"S01005176",39.8
"S01005177",43.3
"S01005178",26.5
"S01005179",7.3
"S01005180",5.1
"S01005181",3.1
"S01005182",42.8
"S01005183",30.1
"S01005184",53.8
"S01005185",19.8
"S01005186",11.9
"S01005187",6.3
"S01005188",5.4
"S01005189",22.4
"S01005190",3.8
"S01005191",41.9
"S01005192",5.6
"S01005193",2.8
"S01005194",10.3
"S01005195",4.3
"S01005196",38.5
"S01005197",23.1
"S01005198",NA
"S01005199",17.2
"S01005200",NA
"S01005201",27.4
"S01005202",32.4
"S01005203",6.1
"S01005204",NA
"S01005205",8.5
"S01005206",1.7
"S01005207",29.2
"S01005208",37.4
"S01005209",23.4
"S01005210",32.7
"S01005211",34.5
"S01005212",NA
"S01005213",6.7
"S01005214",35
"S01005215",15.1
"S01005216",46.1
"S01005217",21.9
"S01005218",22
"S01005219",34
"S01005220",24.3
"S01005221",4.2
"S01005222",42.9
"S01005223",5.9
"S01005224",NA
"S01005225",12.5
"S01005226",7.4
"S01005227",44.2
"S01005228",5.6
"S01005229",40
"S01005230",15.9
"S01005231",2.7
"S01005232",19.6
"S01005233",33.6
"S01005234",9.1
"S01005235",21.9
"S01005236",13.4
"S01005237",2.6
"S01005238",7
"S01005239",36.2
"S01005240",44.5
"S01005241",NA
"S01005242",40.7
"S01005243",46.7
"S01005244",2.1
"S01005245",47.9
"S01005246",39.1
"S01005247",60.9
"S01005248",26.5
"S01005249",39.8
"S01005250",41.1
"S01005251",36.6
"S01005252",28.2
"S01005253",7.3
"S01005254",27.8
"S01005255",48.7
"S01005256",4.8
"S01005257",9.2
"S01005258",3.1
"S01005259",38.3
"S01005260",47.8
"S01005261",54.2
"S01005262",21.3
"S01005263",59.3
"S01005264",19.6
"S01005265",34.4
"S01005266",35.3
"S01005267",30.1
"S01005268",36
"S01005269",8.4
"S01005270",4
"S01005271",3
"S01005272",52.5
"S01005273",9.7
"S01005274",38.9
"S01005275",33.8
"S01005276",38.7
"S01005277",12.3
"S01005278",23.7
"S01005279",2.3
"S01005280",34.9
"S01005281",26.4
"S01005282",42.7
"S01005283",4
"S01005284",45.5
"S01005285",12.6
"S01005286",2.2
"S01005287",26.2
"S01005288",35.6
"S01005289",25.9
"S01005290",13.1
"S01005291",3.1
"S01005292",45.3
"S01005293",24.4
"S01005294",3.2
"S01005295",28.2
"S01005296",1.4
"S01005297",4.4
"S01005298",4
"S01005299",NA
"S01005300",3.3
"S01005301",NA
"S01005302",14.1
"S01005303",20.2
"S01005304",2.9
"S01005305",15.2
"S01005306",2.4
"S01005307",5.2
"S01005308",57.8
"S01005309",18.9
"S01005310",11.7
"S01005311",7.9
"S01005312",15.7
"S01005313",9.3
"S01005314",NA
"S01005315",32.5
"S01005316",5.4
"S01005317",NA
"S01005318",15.7
"S01005319",6.8
"S01005320",7.4
"S01005321",14.3
"S01005322",14
"S01005323",10.7
"S01005324",12.4
"S01005325",17.8
"S01005326",44
"S01005327",24.1
"S01005328",40
"S01005329",8.3
"S01005330",12.5
"S01005331",28.1
"S01005332",14.7
"S01005333",6.2
"S01005334",3.8
"S01005335",NA
"S01005336",8.2
"S01005337",2.4
"S01005338",2.5
"S01005339",7.8
"S01005340",3.1
"S01005341",16.1
"S01005342",21.8
"S01005343",1.7
"S01005344",9.1
"S01005345",4.4
"S01005346",2.5
"S01005347",NA
"S01005348",11.1
"S01005349",5.6
"S01005350",5
"S01005351",4.7
"S01005352",11.2
"S01005353",20.1
"S01005354",2.6
"S01005355",18.6
"S01005356",NA
"S01005357",14.3
"S01005358",8
"S01005359",3.6
"S01005360",2.4
"S01005361",2.3
"S01005362",9.4
"S01005363",25.6
"S01005364",5.2
"S01005365",5.1
"S01005366",6.1
"S01005367",14.7
"S01005368",16.9
"S01005369",21.3
"S01005370",15
"S01005371",2.1
"S01005372",5.9
"S01005373",23.9
"S01005374",21.6
"S01005375",16
"S01005376",5.3
"S01005377",18
"S01005378",36.8
"S01005379",13.5
"S01005380",41.1
"S01005381",37.2
"S01005382",41.6
"S01005383",3
"S01005384",3.5
"S01005385",11.8
"S01005386",10.9
"S01005387",23.9
"S01005388",33.9
"S01005389",17.6
"S01005390",18
"S01005391",12.5
"S01005392",13.7
"S01005393",NA
"S01005394",9.5
"S01005395",2.2
"S01005396",9.2
"S01005397",5.6
"S01005398",1.7
"S01005399",13.4
"S01005400",23
"S01005401",8
"S01005402",12.8
"S01005403",11
"S01005404",2.4
"S01005405",18.3
"S01005406",7.6
"S01005407",9.9
"S01005408",10.3
"S01005409",6.5
"S01005410",5.9
"S01005411",12.8
"S01005412",7.4
"S01005413",19.2
"S01005414",10.7
"S01005415",5.2
"S01005416",22
"S01005417",9.8
"S01005418",6.5
"S01005419",13.2
"S01005420",5.6
"S01005421",11.1
"S01005422",5.6
"S01005423",10.1
"S01005424",13.3
"S01005425",36
"S01005426",41.2
"S01005427",34.2
"S01005428",23.3
"S01005429",8.4
"S01005430",NA
"S01005431",20.1
"S01005432",10.3
"S01005433",10.6
"S01005434",29.5
"S01005435",12.1
"S01005436",7.9
"S01005437",10.3
"S01005438",17.6
"S01005439",11.4
"S01005440",15.3
"S01005441",13.2
"S01005442",3.7
"S01005443",4.8
"S01005444",9.3
"S01005445",NA
"S01005446",6.4
"S01005447",3.5
"S01005448",11.6
"S01005449",9
"S01005450",15.9
"S01005451",10.2
"S01005452",3.8
"S01005453",22.5
"S01005454",6.2
"S01005455",7.5
"S01005456",10.6
"S01005457",17.3
"S01005458",18.5
"S01005459",5.3
"S01005460",9.8
"S01005461",14.2
"S01005462",5.7
"S01005463",4.6
"S01005464",14.7
"S01005465",9
"S01005466",6.3
"S01005467",3.2
"S01005468",6.5
"S01005469",9.3
"S01005470",4
"S01005471",5.4
"S01005472",9.2
"S01005473",2.9
"S01005474",17.1
"S01005475",5.6
"S01005476",1.9
"S01005477",11.3
"S01005478",14.5
"S01005479",21.4
"S01005480",12.1
"S01005481",27.4
"S01005482",5.2
"S01005483",16.7
"S01005484",5
"S01005485",25.6
"S01005486",19.4
"S01005487",22
"S01005488",17.3
"S01005489",9.7
"S01005490",8.4
"S01005491",14.2
"S01005492",8.6
"S01005493",3.6
"S01005494",2.2
"S01005495",7.6
"S01005496",4.1
"S01005497",1.4
"S01005498",6.3
"S01005499",27.4
"S01005500",5.9
"S01005501",6.3
"S01005502",2.1
"S01005503",9.1
"S01005504",8.3
"S01005505",9.2
"S01005506",4.6
"S01005507",8.9
"S01005508",5
"S01005509",6.5
"S01005510",NA
"S01005511",NA
"S01005512",5.1
"S01005513",5.3
"S01005514",2.2
"S01005515",4.3
"S01005516",3.4
"S01005517",13.8
"S01005518",10.9
"S01005519",10.2
"S01005520",3
"S01005521",14.2
"S01005522",13.6
"S01005523",12.1
"S01005524",35.4
"S01005525",19.6
"S01005526",31.4
"S01005527",37.9
"S01005528",30
"S01005529",22.5
"S01005530",43.9
"S01005531",17.3
"S01005532",20
"S01005533",23.1
"S01005534",17.2
"S01005535",19.2
"S01005536",10.5
"S01005537",16.1
"S01005538",11.5
"S01005539",20.6
"S01005540",29.1
"S01005541",18.1
"S01005542",11.5
"S01005543",27.3
"S01005544",17.5
"S01005545",8.1
"S01005546",15
"S01005547",15.8
"S01005548",10.6
"S01005549",10.7
"S01005550",2.3
"S01005551",7.2
"S01005552",6.3
"S01005553",6.2
"S01005554",5.7
"S01005555",NA
"S01005556",6.9
"S01005557",28.2
"S01005558",4.6
"S01005559",39.2
"S01005560",31.7
"S01005561",3.6
"S01005562",7.8
"S01005563",24.4
"S01005564",NA
"S01005565",NA
"S01005566",23
"S01005567",18.4
"S01005568",12.5
"S01005569",12.7
"S01005570",24.8
"S01005571",8.1
"S01005572",NA
"S01005573",35.7
"S01005574",23.1
"S01005575",NA
"S01005576",24.6
"S01005577",10.3
"S01005578",13.1
"S01005579",9.2
"S01005580",NA
"S01005581",30.2
"S01005582",5.7
"S01005583",11.3
"S01005584",4.6
"S01005585",45.1
"S01005586",10.6
"S01005587",19.4
"S01005588",15.1
"S01005589",22.1
"S01005590",47.4
"S01005591",27.4
"S01005592",47
"S01005593",40
"S01005594",39.1
"S01005595",47.1
"S01005596",23
"S01005597",26.6
"S01005598",51.6
"S01005599",43
"S01005600",54.2
"S01005601",8.9
"S01005602",28.9
"S01005603",40.4
"S01005604",48.3
"S01005605",8.5
"S01005606",14.9
"S01005607",9
"S01005608",8.2
"S01005609",16.3
"S01005610",5.1
"S01005611",52.1
"S01005612",4.1
"S01005613",14
"S01005614",14.8
"S01005615",17.1
"S01005616",15.4
"S01005617",18.4
"S01005618",26.5
"S01005619",3.8
"S01005620",15.6
"S01005621",24.4
"S01005622",6.8
"S01005623",28.2
"S01005624",2.7
"S01005625",8.6
"S01005626",16.6
"S01005627",7.3
"S01005628",28.3
"S01005629",3.7
"S01005630",12.7
"S01005631",11.4
"S01005632",5.8
"S01005633",17.9
"S01005634",6.5
"S01005635",NA
"S01005636",NA
"S01005637",13.1
"S01005638",14.2
"S01005639",28.3
"S01005640",17.7
"S01005641",16.3
"S01005642",NA
"S01005643",2.7
"S01005644",3.3
"S01005645",3.8
"S01005646",13.3
"S01005647",NA
"S01005648",11.6
"S01005649",21.9
"S01005650",28.8
"S01005651",30.2
"S01005652",6.8
"S01005653",25.3
"S01005654",3.7
"S01005655",4.1
"S01005656",44
"S01005657",21.4
"S01005658",5
"S01005659",2.3
"S01005660",13.9
"S01005661",15.4
"S01005662",NA
"S01005663",5.7
"S01005664",2.4
"S01005665",8.4
"S01005666",20.2
"S01005667",11
"S01005668",11.7
"S01005669",8.9
"S01005670",25.7
"S01005671",12.4
"S01005672",24.8
"S01005673",NA
"S01005674",20.8
"S01005675",44.5
"S01005676",23.2
"S01005677",2.8
"S01005678",8.4
"S01005679",18.3
"S01005680",8.9
"S01005681",7.7
"S01005682",2.5
"S01005683",43.6
"S01005684",28.6
"S01005685",NA
"S01005686",10.8
"S01005687",3.2
"S01005688",8.1
"S01005689",6
"S01005690",11
"S01005691",8
"S01005692",19.4
"S01005693",3.1
"S01005694",25.3
"S01005695",32.4
"S01005696",22.6
"S01005697",40.3
"S01005698",8.4
"S01005699",14.5
"S01005700",11.5
"S01005701",30.4
"S01005702",22.5
"S01005703",2.8
"S01005704",25.7
"S01005705",9.6
"S01005706",2.7
"S01005707",36.9
"S01005708",24.2
"S01005709",23.6
"S01005710",NA
"S01005711",4.5
"S01005712",10.5
"S01005713",NA
"S01005714",13.2
"S01005715",11.5
"S01005716",3.2
"S01005717",4.8
"S01005718",15.4
"S01005719",8.9
"S01005720",1.7
"S01005721",38.6
"S01005722",8.2
"S01005723",12.4
"S01005724",1.9
"S01005725",7.7
"S01005726",15.8
"S01005727",11.5
"S01005728",14.4
"S01005729",23.7
"S01005730",15
"S01005731",17.6
